1850,-0.371,-0.346,-0.607,-0.419,-0.246,-0.240,-0.207,-0.344,-0.404,-0.374,-0.188,-0.265,-0.315,
1851,-0.353,-0.334,-0.313,-0.397,-0.285,-0.220,-0.228,-0.230,-0.122,-0.086,0.063,-0.013,-0.191,
1852,-0.333,-0.463,-0.358,-0.342,-0.230,-0.027,-0.059,-0.239,-0.106,-0.142,-0.107,-0.047,-0.185,
1853,-0.268,-0.200,-0.139,-0.229,-0.248,-0.187,-0.122,-0.206,-0.383,-0.405,-0.175,-0.276,-0.217,
1854,-0.265,-0.289,-0.272,-0.248,-0.263,-0.198,-0.312,-0.232,-0.125,-0.295,-0.340,-0.336,-0.247,
1855,-0.135,-0.212,-0.213,-0.282,-0.408,-0.188,-0.320,-0.195,-0.308,-0.242,-0.111,-0.185,-0.213,
1856,-0.149,-0.301,-0.307,-0.369,-0.049,-0.393,-0.325,-0.298,-0.418,-0.343,-0.483,-0.478,-0.306,
1857,-0.435,-0.390,-0.378,-0.463,-0.488,-0.303,-0.613,-0.402,-0.340,-0.474,-0.579,-0.569,-0.435,
1858,-0.639,-0.522,-0.468,-0.526,-0.713,-0.744,-0.430,-0.306,-0.372,-0.263,-0.372,-0.310,-0.453,
1859,-0.419,-0.370,-0.409,-0.209,-0.393,-0.330,-0.410,-0.228,-0.614,-0.247,-0.341,-0.201,-0.330,
1860,-0.221,-0.268,-0.324,-0.314,-0.349,-0.449,-0.124,-0.231,-0.249,-0.156,-0.238,-0.363,-0.256,
1861,-0.404,-0.739,-0.680,-0.135,-0.603,-0.354,-0.481,-0.201,-0.353,-0.408,-0.412,-0.275,-0.404,
1862,-0.456,-0.381,-0.309,-0.242,-0.189,-0.310,-0.374,-0.738,-0.479,-0.409,-0.532,-0.570,-0.399,
1863,-0.378,-0.299,-0.404,-0.217,-0.430,-0.424,-0.383,-0.412,-0.461,-0.335,-0.395,-0.350,-0.358,
1864,-0.697,-0.655,-0.556,-0.464,-0.261,-0.344,-0.260,-0.423,-0.473,-0.406,-0.097,-0.225,-0.390,
1865,-0.223,-0.141,-0.164,-0.187,-0.336,-0.304,-0.285,-0.201,-0.304,-0.212,-0.373,-0.260,-0.236,
1866,-0.309,-0.090,-0.478,-0.299,-0.336,0.037,-0.028,-0.190,-0.352,-0.159,-0.156,-0.386,-0.216,
1867,-0.137,-0.306,-0.132,-0.142,-0.228,-0.333,-0.198,-0.284,-0.128,-0.247,-0.172,-0.458,-0.218,
1868,-0.409,-0.271,-0.040,-0.256,-0.243,-0.444,-0.102,-0.196,-0.158,-0.267,-0.215,-0.210,-0.223,
1869,-0.320,-0.118,-0.384,-0.159,-0.229,-0.384,-0.325,-0.231,-0.259,-0.263,-0.276,-0.326,-0.262,
1870,-0.189,-0.248,-0.229,-0.159,-0.322,-0.337,-0.079,-0.172,-0.298,-0.343,-0.244,-0.265,-0.231,
1871,-0.261,-0.177,-0.074,-0.152,-0.197,-0.215,-0.093,-0.335,-0.415,-0.491,-0.194,-0.261,-0.229,
1872,-0.342,-0.329,-0.394,-0.237,-0.182,-0.272,-0.126,-0.070,-0.173,-0.279,-0.159,-0.292,-0.228,
1873,-0.058,-0.245,-0.218,-0.303,-0.336,-0.407,-0.207,-0.241,-0.342,-0.396,-0.367,-0.403,-0.285,
1874,-0.207,-0.480,-0.394,-0.441,-0.402,-0.557,-0.218,-0.423,-0.318,-0.516,-0.419,-0.448,-0.398,
1875,-0.285,-0.194,-0.322,-0.292,-0.170,-0.306,-0.359,-0.166,-0.122,-0.201,-0.233,-0.401,-0.248,
1876,-0.365,-0.314,-0.312,-0.318,-0.451,-0.426,-0.261,-0.320,-0.515,-0.354,-0.337,-0.321,-0.356,
1877,-0.358,0.114,-0.118,-0.118,-0.328,-0.133,-0.072,0.077,0.078,0.221,0.073,0.112,-0.033,
1878,0.304,0.286,0.159,0.291,0.031,-0.014,-0.073,-0.064,-0.069,-0.213,-0.266,-0.204,0.017,
1879,-0.156,-0.115,-0.075,-0.162,-0.208,-0.252,-0.265,-0.146,-0.203,-0.205,-0.220,-0.297,-0.187,
